"city departure","city arrival","number passengers 1990","number passengers 1995","number passengers 2000","number passengers 2005","number passengers 2010"
"Belize City,Belize","Miami,FL",39342,50761,42076,55888,62790
"Belize City,Belize","Minneapolis,MN",352,0,0,0,130
"Belize City,Belize","New Orleans,LA",10750,8751,0,20,0
"Columbia,SC","Ottawa,Canada",3,0,0,0,0
"Columbia,SC","Montreal,Canada",53,3,0,0,1
"Cairo,Egypt","New York,NY",45906,61044,85025,62360,158698
"Cairo,Egypt","Los Angeles,CA",4950,5591,5971,0,0
"Cayenne,French Guiana","Miami,FL",1613,0,1700,1611,0
"Caracas,Venezuela","Baltimore,MD",231,46,33,62,30
"Caracas,Venezuela","Houston,TX",7577,12,31174,32430,40597
"Caracas,Venezuela","New York,NY",100425,111596,45914,27109,15935
"Caracas,Venezuela","Miami,FL",198479,471156,409667,361045,338124
"Caracas,Venezuela","San Juan,PR",42098,49658,34889,30703,28813
"Caracas,Venezuela","Tampa,FL",31,108,86,0,0
"Calcutta,India","New York,NY",1866,222,0,0,0
"Paris,France","Anchorage,AK",1002,0,0,0,0
"Paris,France","Austin,TX",86,0,0,0,0
"Paris,France","Boston,MA",79227,46484,148173,181795,174834
"Paris,France","Detroit,MI",46853,70618,79342,116159,72593
"Paris,France","Newark,NJ",142375,152267,270366,243644,220730
"Paris,France","Houston,TX",19094,98312,153711,159184,131212
"Paris,France","Washington,DC",93095,146112,278137,271048,235956
"Paris,France","New York,NY",547054,469794,537989,596806,582100
"Paris,France","Los Angeles,CA",93287,173327,282908,205857,251291
"Paris,France","Miami,FL",77687,135613,230523,195762,207074
"Paris,France","Chicago,IL",105798,175013,242415,198889,169337
"Paris,France","Philadelphia,PA",2786,58126,108258,130836,109687
"Paris,France","Seattle,WA",3710,21,6222,567,59253
"Paris,France","San Francisco,CA",48028,118608,185071,157971,133138
"Jakarta,Indonesia","Honolulu,HI",2378,9792,0,0,0
"Jakarta,Indonesia","Los Angeles,CA",12996,41770,0,0,0
"Cologne,West Germany","Newark,NJ",5833,0,0,0,0
"Chattanooga,TN","Nassau,The Bahamas",311,0,0,0,57
"Ciudad Juarez,Mexico","Denver,CO",1317,0,0,0,0
"Cleveland,OH","Auckland,New Zealand",111,0,0,0,0
"Cleveland,OH","Cancun,Mexico",7458,14645,34483,31661,30580
"Cleveland,OH","Freeport,The Bahamas",301,14209,9907,125,0
"Cleveland,OH","Guatemala City,Guatemala",7,0,0,0,0
"Cleveland,OH","Montego Bay,Jamaica",2619,1073,0,669,0
"Cleveland,OH","Melbourne,Australia",29,0,0,0,0
"Cleveland,OH","Nassau,The Bahamas",11317,13222,5768,2033,1186
"Cleveland,OH","Puerto Plata,Dominican Republic",848,0,132,216,0
"Cleveland,OH","Sydney,Australia",29,0,0,0,0
"Cleveland,OH","Edmonton,Canada",102,0,0,0,0
"Cleveland,OH","Montreal,Canada",22058,1181,26144,28627,33050
"Cleveland,OH","Toronto,Canada",47107,1350,27029,45012,47995
"Cleveland,OH","Ixtapa/Zihuatanejo,Mexico",12,0,0,0,0
"Port Angeles,WA","Victoria,Canada",556,164,0,0,4
"Cali,Colombia","New York,NY",9842,8861,11417,17548,20804
"Cali,Colombia","Miami,FL",32750,54446,85160,77713,81044
"Charlotte,NC","Acapulco,Mexico",26,0,0,0,0
"Charlotte,NC","Cancun,Mexico",2369,25254,61312,123389,141388
"Charlotte,NC","London,United Kingdom",57068,56242,118708,69053,75287
"Charlotte,NC","Mexico City,Mexico",479,245,0,40105,42958
"Charlotte,NC","Nassau,The Bahamas",33681,32406,52218,70435,83257
"Charlotte,NC","Montreal,Canada",397,1816,479,77,27873
"Charlotte,NC","Toronto,Canada",7115,9251,50852,94848,105988
"Casablanca,Morocco","New York,NY",20519,29444,42523,51178,64622
"Cairns,Australia","Honolulu,HI",11229,8675,0,0,0
"Cairns,Australia","Los Angeles,CA",7168,17154,0,0,0
"Cairns,Australia","San Francisco,CA",2157,0,0,0,0
"Copenhagen,Denmark","Anchorage,AK",3717,0,0,0,0
"Copenhagen,Denmark","Boston,MA",2672,0,0,0,0
"Copenhagen,Denmark","Newark,NJ",59229,70629,101258,76581,125284
"Copenhagen,Denmark","Fort Lauderdale,FL",3968,0,0,0,0
"Copenhagen,Denmark","New York,NY",70418,34287,1608,0,28394
"Copenhagen,Denmark","Los Angeles,CA",51940,0,0,0,0
"Copenhagen,Denmark","Orlando,FL",168,0,0,0,10
"Copenhagen,Denmark","Miami,FL",16130,0,0,0,506
"Copenhagen,Denmark","Minneapolis,MN",211,0,0,0,0
"Copenhagen,Denmark","Chicago,IL",39310,42982,60646,75152,70581
"Copenhagen,Denmark","Seattle,WA",51012,57437,59252,76920,0
"Cartagena,Colombia","New York,NY",1772,2525,1275,1977,3715
"Cartagena,Colombia","Miami,FL",6686,14409,19890,17657,27883
"Sapporo,Japan","Anchorage,AK",299,0,0,0,0
"Sapporo,Japan","Honolulu,HI",1897,56107,69000,5052,3004
"Cancun,Mexico","Atlanta,GA",34823,40991,156046,154437,262760
"Cancun,Mexico","Hartford,CT",8510,8323,2249,4777,4400
"Cancun,Mexico","Boston,MA",21609,25821,85690,36863,47492
"Cancun,Mexico","Buffalo,NY",2783,0,2391,3457,0
"Cancun,Mexico","Baltimore,MD",27613,17528,29993,26912,45024
"Cancun,Mexico","Cleveland,OH",7650,14840,33902,32688,31699
"Cancun,Mexico","Charlotte,NC",2653,12065,60359,127808,146004
"Cancun,Mexico","Cincinnati,OH",20787,9067,22537,45496,20244
"Cancun,Mexico","Denver,CO",8617,12893,48461,112609,98406
"Cancun,Mexico","Dallas/Fort Worth,TX",105625,218697,257092,274270,260588
"Cancun,Mexico","Detroit,MI",26384,50459,74459,87792,86144
"Cancun,Mexico","Newark,NJ",30001,76076,111261,110822,135484
"Cancun,Mexico","Washington,DC",31916,5451,9895,43224,63174
"Cancun,Mexico","Houston,TX",119635,157765,211983,233252,328440
"Cancun,Mexico","Wichita,KS",141,0,0,0,0
"Cancun,Mexico","Indianapolis,IN",7480,19658,19028,8656,6844
"Cancun,Mexico","New York,NY",86627,66092,60034,77918,162909
"Cancun,Mexico","Los Angeles,CA",51207,28717,54922,68695,70046
"Cancun,Mexico","Kansas City,MO",9653,5229,14126,18902,10813
"Cancun,Mexico","Memphis,TN",16878,10223,13655,38222,16390
"Cancun,Mexico","Miami,FL",90878,266632,268874,188656,222916
"Cancun,Mexico","Milwaukee,WI",3216,8420,19279,26014,18284
"Cancun,Mexico","Minneapolis,MN",16005,25589,113289,109385,98235
"Cancun,Mexico","New Orleans,LA",15632,21528,20083,9502,756
"Cancun,Mexico","Chicago,IL",63158,64915,92497,190215,191488
"Cancun,Mexico","Philadelphia,PA",44595,21859,44750,124088,145124
"Cancun,Mexico","Phoenix,AZ",1707,5779,9150,54610,64832
"Cancun,Mexico","Pittsburgh,PA",6393,8865,10159,20419,12485
"Cancun,Mexico","Raleigh/Durham,NC",23611,15667,4476,546,2484
"Cancun,Mexico","Rochester,NY",956,281,0,15,0
"Cancun,Mexico","San Antonio,TX",4324,5455,26898,10047,0
"Cancun,Mexico","San Francisco,CA",25909,18008,22662,7207,6642
"Cancun,Mexico","St. Louis,MO",16181,21786,65491,68993,49895
"Cancun,Mexico","Syracuse,NY",664,1763,1219,584,0
"Cancun,Mexico","Tampa,FL",37094,24109,1428,1166,0
"Willemstad,Netherlands Antilles","Charleston,SC",126,134,0,0,0
"Willemstad,Netherlands Antilles","New York,NY",13562,136,0,0,0
"Willemstad,Netherlands Antilles","Miami,FL",31845,70877,94465,60954,85811
"Willemstad,Netherlands Antilles","San Juan,PR",1822,0,987,8309,0
"Cincinnati,OH","Cancun,Mexico",21258,9073,21637,43495,19354
"Cincinnati,OH","Frankfurt,West Germany",36628,0,0,0,0
"Cincinnati,OH","London,United Kingdom",62796,68059,73745,58490,636
"Cincinnati,OH","Montego Bay,Jamaica",3380,175,3515,6603,0
"Cincinnati,OH","Mexico City,Mexico",140,0,15,0,0
"Cincinnati,OH","Monterrey,Mexico",11,0,285,0,0
"Cincinnati,OH","Nassau,The Bahamas",10469,7141,16093,23844,0
"Christmas Island,Kiribati","Honolulu,HI",2198,98,1792,0,522
"Cozumel,Mexico","Atlanta,GA",11342,0,11015,6399,18854
"Cozumel,Mexico","Denver,CO",977,2328,23678,4767,9872
"Cozumel,Mexico","Dallas/Fort Worth,TX",24313,20530,43938,48492,47321
"Cozumel,Mexico","Houston,TX",43923,52293,65130,53421,70755
"Cozumel,Mexico","Indianapolis,IN",303,209,822,463,0
"Cozumel,Mexico","New York,NY",878,654,0,372,0
"Cozumel,Mexico","Miami,FL",18478,17729,0,0,0
"Cozumel,Mexico","Chicago,IL",1987,6129,6142,12043,6401
"Cozumel,Mexico","Raleigh/Durham,NC",3504,0,0,0,0
"Cozumel,Mexico","St. Louis,MO",31,170,4295,3827,0
"Daytona Beach,FL","Montreal,Canada",1351,0,0,0,0
"Daytona Beach,FL","Toronto,Canada",3611,589,36,0,43
"Damascus,Syria","New York,NY",4062,879,0,0,0
"Dayton,OH","Nassau,The Bahamas",783,0,0,0,0
"Dayton,OH","Ottawa,Canada",88,89,0,38,0
"Dayton,OH","Montreal,Canada",51,200,209,5,0
"Dubrovnik,Yugoslavia","New York,NY",4645,0,0,0,0
"Washington,DC","Auckland,New Zealand",54,0,0,0,0
"Washington,DC","Melbourne,Australia",15,0,0,0,0
"Washington,DC","Port-au-Prince,Haiti",415,224,0,0,240
"Washington,DC","Puerto Plata,Dominican Republic",575,20,0,1128,0
"Washington,DC","Sydney,Australia",9,0,180,0,0
"Washington,DC","Ottawa,Canada",4748,14237,0,36037,61952
"Washington,DC","Montreal,Canada",8859,32323,258,94275,87814
"Washington,DC","Toronto,Canada",45515,61682,4295,166126,148721
"Delhi,India","New York,NY",11998,40398,26055,25060,55760
"Denver,CO","Auckland,New Zealand",859,0,0,0,0
"Denver,CO","Ciudad Juarez,Mexico",1116,0,0,0,0
"Denver,CO","Cancun,Mexico",8195,13462,48354,111878,95783
"Denver,CO","Cozumel,Mexico",947,2477,25068,4698,10351
"Tokyo,Japan","Boston,MA",12334,14398,15119,9597,12691
"Tokyo,Japan","Washington,DC",75537,62963,85260,76345,141623
"Tokyo,Japan","Denver,CO",356,211,5797,13372,9814
"Tokyo,Japan","Dallas/Fort Worth,TX",51282,71841,122566,144718,163837
"Tokyo,Japan","Detroit,MI",103052,159896,150571,230614,126430
"Tokyo,Japan","Newark,NJ",56941,64518,68152,76930,79299
"Tokyo,Japan","Guam,TT",421196,432396,449594,514036,531906
"Tokyo,Japan","Houston,TX",1769,0,69100,80020,91213
"Tokyo,Japan","New York,NY",294633,318896,368289,402213,308798
"Tokyo,Japan","Los Angeles,CA",612384,636470,636304,601514,531413
"Tokyo,Japan","Memphis,TN",6173,4730,7364,0,3
"Tokyo,Japan","Miami,FL",2974,23495,18954,0,235
"Tokyo,Japan","Minneapolis,MN",41615,27861,132645,141504,122791
"Tokyo,Japan","Chicago,IL",138596,232986,368785,316988,303251
"Tokyo,Japan","Portland,OR",40060,45776,67359,66886,64071
"Tokyo,Japan","Philadelphia,PA",1462,0,505,1958,0
"Tokyo,Japan","Koror,TT",1207,0,0,0,0
"Tokyo,Japan","Seattle,WA",173861,115258,186553,146838,153374
"Tokyo,Japan","San Francisco,CA",432876,404341,394015,399205,348090
"Tokyo,Japan","Saipan,TT",216162,262766,236516,203479,139205
"Nantes,France","Newark,NJ",1317,0,0,0,0
"Oakland,CA","Toronto,Canada",111,36,0,107,54
"Okinawa,Japan","Guam,TT",13981,14922,0,0,0
"Okinawa,Japan","Honolulu,HI",800,337,1777,0,0
"Okinawa,Japan","Minneapolis,MN",937,0,0,0,0
"Okinawa,Japan","Philadelphia,PA",13,0,0,0,0
"Okinawa,Japan","Seattle,WA",1202,0,0,0,0
"Oklahoma City,OK","Toronto,Canada",122,6,54,0,46
"Omaha,NE","Guadalajara,Mexico",3,0,0,0,0
"Omaha,NE","Toronto,Canada",146,76,125,549,311
"Ontario,CA","Winnipeg,Canada",21,0,0,0,0
"Ontario,CA","Toronto,Canada",18,154,5185,0,0
"Porto,Portugal","New York,NY",1900,0,677,829,0
"Chicago,IL","Acapulco,Mexico",33152,21726,14632,12501,2482
"Chicago,IL","Amman,Jordan",1329,15494,17425,33079,54754
"Chicago,IL","Amsterdam,Netherlands",81916,71377,97890,132842,123292
"Chicago,IL","Stockholm,Sweden",43870,54541,103397,66824,66828
"Chicago,IL","Hamilton,Bermuda",6222,2030,0,1002,78
"Chicago,IL","Belgrade,Yugoslavia",13895,0,0,0,0
"Chicago,IL","Bangkok,Thailand",11,0,0,21615,15764
"Chicago,IL","Brussels,Belgium",72910,85648,113303,65590,97483
"Chicago,IL","Paris,France",100173,158523,227209,191983,167689
"Chicago,IL","Copenhagen,Denmark",36488,40269,56070,79723,70298
"Chicago,IL","Cancun,Mexico",61990,63046,92304,185565,189493
"Chicago,IL","Cozumel,Mexico",1850,6261,6885,11418,5821
"Chicago,IL","Dublin,Ireland",3426,0,57613,111737,125673
"Chicago,IL","Dusseldorf,West Germany",29619,0,0,0,0
"Chicago,IL","Rome,Italy",34059,55348,33481,44993,106315
"Chicago,IL","Frankfurt,West Germany",129249,0,0,0,0
"Chicago,IL","Grand Cayman,Cayman Islands",4541,2445,23,2138,2557
"Chicago,IL","Guadalajara,Mexico",41039,51864,81380,103331,43710
"Chicago,IL","Geneva,Switzerland",6637,509,0,905,0
"Chicago,IL","Hong Kong,Hong Kong",1229,12233,90871,110747,90022
"Chicago,IL","Santa Cruz/Huatulco,Mexico",2601,3941,3947,2188,3346
"Chicago,IL","London,United Kingdom",223658,335260,665685,716846,546109
"Chicago,IL","Madrid,Spain",13447,0,58859,70864,78223
"Chicago,IL","Manchester,United Kingdom",58085,83665,64896,137780,50802
"Chicago,IL","Montego Bay,Jamaica",31844,29927,68824,52236,29852
"Chicago,IL","Mexico City,Mexico",156569,189375,227324,216393,152839
"Chicago,IL","Manila,Philippines",12412,13069,0,0,0
"Chicago,IL","Monterrey,Mexico",14985,525,26674,44865,10553
"Chicago,IL","Munich,West Germany",33885,0,0,0,0
"Chicago,IL","Milan,Italy",10396,50141,110422,56706,0
"Chicago,IL","Nassau,The Bahamas",18147,33029,12011,18958,259
"Chicago,IL","Tokyo,Japan",126304,212460,336352,314583,298062
"Chicago,IL","Puerto Plata,Dominican Republic",28,0,724,1700,564
"Chicago,IL","Puerto Vallarta,Mexico",31526,38422,50538,75630,67475
"Chicago,IL","Santo Domingo,Dominican Republic",178,197,0,2480,0
"Chicago,IL","Seoul,South Korea",7975,42107,81375,105107,151918
"Chicago,IL","Shannon,Ireland",8820,5624,38080,29375,37
"Chicago,IL","Philipsburg,Netherlands Antilles",3904,6045,150,2938,1884
"Chicago,IL","Tel Aviv,Israel",3818,6763,19108,7869,0
"Chicago,IL","Taipei,Taiwan",2174,0,249,1080,0
"Chicago,IL","Quito,Ecuador",4395,0,0,0,0
"Chicago,IL","Vienna,Austria",506,995,52312,0,0
"Chicago,IL","Warsaw,Poland",23940,51497,54845,74869,71154
"Chicago,IL","Montreal,Canada",146830,177821,197246,215672,186323
"Chicago,IL","Vancouver,Canada",85857,119007,135770,144181,130906
"Chicago,IL","Winnipeg,Canada",15860,37308,7794,48923,63334
"Chicago,IL","Calgary,Canada",24328,49480,100457,87348,77053
"Chicago,IL","Toronto,Canada",483068,500294,491100,465330,431628
"Chicago,IL","Zagreb,Yugoslavia",6690,0,0,0,0
"Chicago,IL","Ixtapa/Zihuatanejo,Mexico",5600,5138,18798,8534,944
"Chicago,IL","Manzanillo,Mexico",2390,0,158,170,0
"Chicago,IL","Zurich,Switzerland",82742,100255,87549,62556,67123
"Norfolk,VA","Cancun,Mexico",462,6011,175,165,0
"Norfolk,VA","Freeport,The Bahamas",296,0,0,0,0
"Norfolk,VA","Toronto,Canada",454,0,35,1,4
"Paris,France","Atlanta,GA",48555,57785,209712,302798,256268
"Paris,France","Nashville,TN",1719,0,0,0,0
"Paris,France","Dallas/Fort Worth,TX",58447,54978,59795,63154,59414
"Paris,France","Jackson/Vicksburg,MS",5,0,0,0,0
"Paris,France","Raleigh/Durham,NC",43527,0,0,0,0
"Osaka,Japan","Anchorage,AK",880,3,0,250,350
"Osaka,Japan","Boston,MA",20,162,0,519,0
"Osaka,Japan","Detroit,MI",255,103869,114975,84706,0
"Osaka,Japan","Guam,TT",73520,304035,359257,202472,205138
"Osaka,Japan","Honolulu,HI",370232,451300,422179,381301,241100
"Osaka,Japan","New York,NY",7307,5171,7050,0,3105
"Osaka,Japan","Los Angeles,CA",60270,243583,217160,133678,0
"Osaka,Japan","San Francisco,CA",97749,91689,113554,78408,71902
"Osaka,Japan","Saipan,TT",21598,25298,73787,78087,11754
"Bucharest,Romania","New York,NY",15760,21313,16935,0,0
"Port-au-Prince,Haiti","Boston,MA",84,716,0,0,0
"Port-au-Prince,Haiti","Baton Rouge,LA",4,0,0,0,0
"Port-au-Prince,Haiti","New York,NY",67164,83383,74746,67255,83029
"Port-au-Prince,Haiti","Miami,FL",148186,211003,204539,180021,221730
"Port-au-Prince,Haiti","New Orleans,LA",32,0,0,56,0
"Port-au-Prince,Haiti","San Juan,PR",4523,3583,1903,0,7260
"West Palm Beach/Palm Beach,FL","Nassau,The Bahamas",9175,0,0,22164,578
"West Palm Beach/Palm Beach,FL","Montreal,Canada",4585,20,290,4170,43
"West Palm Beach/Palm Beach,FL","Toronto,Canada",17117,13718,13199,15220,19481
"Zanderij,Suriname","Miami,FL",15344,345,1833,68,0
"Ponta Delgada,Portugal","Boston,MA",9535,15494,3971,22033,29846
"Portland,OR","Bangkok,Thailand",4419,12942,0,0,0
"Portland,OR","London,United Kingdom",2230,0,1594,3011,1415
"Portland,OR","Mexico City,Mexico",3891,532,197,8535,484
"Portland,OR","Tokyo,Japan",38511,47623,70019,65405,57072
"Portland,OR","Seoul,South Korea",30740,47146,0,0,2414
"Portland,OR","Taipei,Taiwan",8146,14331,0,0,1
"Portland,OR","Vancouver,Canada",35888,61875,51370,79807,78724
"Portland,OR","Victoria,Canada",184,0,0,0,0
"Pereira,Colombia","New York,NY",3661,5626,11536,9452,12163
"Pereira,Colombia","Miami,FL",3967,3097,6125,7553,12278
"Beijing,China","New York,NY",7951,6833,5214,67533,104249
"Beijing,China","San Francisco,CA",5043,13474,82619,114225,182311
"Perth,Australia","Honolulu,HI",1482,0,0,0,0
"Perth,Australia","Los Angeles,CA",3053,285,0,0,0
"Perth,Australia","San Francisco,CA",1052,0,0,0,0
"Philadelphia,PA","Acapulco,Mexico",2105,173,78,924,319
"Philadelphia,PA","Aruba,Aruba",9032,3503,17569,55923,30259
"Philadelphia,PA","Hamilton,Bermuda",34075,38001,43897,48795,32506
"Philadelphia,PA","Barbados/Bridgetown,Barbados",441,802,133,20909,6568
"Philadelphia,PA","Paris,France",3145,58581,105772,127768,107134
"Philadelphia,PA","Cancun,Mexico",45094,21434,44691,122968,143286
"Philadelphia,PA","Frankfurt,West Germany",21664,0,0,0,0
"Philadelphia,PA","Guadalajara,Mexico",126,30,31,17,48
"Philadelphia,PA","Kingston,Jamaica",2008,5294,1120,66,1589
"Philadelphia,PA","London,United Kingdom",75194,139721,263867,196414,178135
"Philadelphia,PA","Montego Bay,Jamaica",28218,25745,78318,94010,84928
"Philadelphia,PA","Mexico City,Mexico",11257,6444,284,436,138
"Philadelphia,PA","Nassau,The Bahamas",50376,31621,50728,58526,45498
"Philadelphia,PA","Tokyo,Japan",1319,0,0,2209,0
"Philadelphia,PA","Okinawa,Japan",30,0,0,0,0
"Philadelphia,PA","Puerto Vallarta,Mexico",1326,2454,2837,997,36
"Philadelphia,PA","Singapore,Singapore",64,0,0,154,0
"Philadelphia,PA","San Jose,Costa Rica",23,193,0,6889,3545
"Philadelphia,PA","Montreal,Canada",47941,68228,80568,121765,85302
"Philadelphia,PA","Quebec,Canada",1083,0,0,12,0
"Philadelphia,PA","Toronto,Canada",85230,121023,143543,137794,132068
"Philadelphia,PA","Ixtapa/Zihuatanejo,Mexico",1867,2244,84,0,5
"Phoenix,AZ","Paris,France",143,0,0,0,0
"Phoenix,AZ","Cancun,Mexico",2061,5933,9322,53145,65322
"Phoenix,AZ","Rome,Italy",8,0,0,0,0
"Phoenix,AZ","Munich,West Germany",8,0,0,0,0
"Phoenix,AZ","Mazatlan,Mexico",6286,17996,23603,34070,49275
"Phoenix,AZ","Nassau,The Bahamas",498,150,0,23,0
"Phoenix,AZ","Puerto Vallarta,Mexico",7170,11986,45698,104653,122213
"Phoenix,AZ","San Jose del Cabo,Mexico",7857,47119,85205,131649,154477
"Phoenix,AZ","Edmonton,Canada",4800,1099,154,29324,56613
"Phoenix,AZ","Regina,Canada",940,1962,0,0,126
"Phoenix,AZ","Vancouver,Canada",5719,42034,50267,75746,93937
"Phoenix,AZ","Winnipeg,Canada",1936,4847,291,953,10077
"Phoenix,AZ","Saskatoon,Canada",626,95,0,0,314
"Phoenix,AZ","Calgary,Canada",6713,7747,4677,81841,131473
"Phoenix,AZ","Toronto,Canada",7120,7180,45945,85505,52109
"St. Petersburg,FL","Ottawa,Canada",2175,1575,0,0,0
"St. Petersburg,FL","Montreal,Canada",7857,1638,2215,0,0
"St. Petersburg,FL","London,Canada",1667,1380,0,0,0
"St. Petersburg,FL","Toronto,Canada",77883,76901,103668,18982,5757
"Glasgow/Prestwick,United Kingdom","Boston,MA",11357,0,0,0,0
"Glasgow/Prestwick,United Kingdom","New York,NY",1770,141,0,0,0
"Pittsburgh,PA","Hamilton,Bermuda",5302,5023,1577,0,126
"Pittsburgh,PA","Cancun,Mexico",5859,9141,9973,21115,12253
"Pittsburgh,PA","Freeport,The Bahamas",274,506,4431,119,0
"Pittsburgh,PA","London,United Kingdom",32693,53914,25289,0,0
"Pittsburgh,PA","Mexico City,Mexico",82,10061,144,64,12
"Pittsburgh,PA","Nassau,The Bahamas",9068,5043,930,882,1262
"Pittsburgh,PA","Montreal,Canada",23769,33526,44925,438,564
"Pittsburgh,PA","Toronto,Canada",58732,59075,79498,45390,20008
"Pittsburgh,PA","Ixtapa/Zihuatanejo,Mexico",3,0,0,0,0
"Providenciales,Turks and Caicos Islands","New York,NY",8135,3915,20900,28715,41764
"Providenciales,Turks and Caicos Islands","Orlando,FL",175,0,207,0,0
"Providenciales,Turks and Caicos Islands","Miami,FL",24511,54255,91233,78183,88630
"Providenciales,Turks and Caicos Islands","Minneapolis,MN",1014,0,0,0,0
"Providenciales,Turks and Caicos Islands","Chicago,IL",83,0,58,0,0
"Pohnpei,Federated States of Micronesia","Guam,TT",10771,13231,7231,8911,9898
"Pohnpei,Federated States of Micronesia","Honolulu,HI",2230,2410,2626,2986,3039
"Pohnpei,Federated States of Micronesia","Johnston Island,TT",20,2,0,0,0
"Port Moresby,Papua New Guinea","Guam,TT",2807,0,0,0,0
"Puerto Plata,Dominican Republic","Boston,MA",3672,791,3460,195,0
"Puerto Plata,Dominican Republic","Cleveland,OH",867,0,0,0,0
"Puerto Plata,Dominican Republic","Washington,DC",330,12,0,1040,0
"Puerto Plata,Dominican Republic","Dallas/Fort Worth,TX",2791,207,0,0,0
"Puerto Plata,Dominican Republic","Newark,NJ",25452,0,15833,25584,45991
"Puerto Plata,Dominican Republic","New York,NY",97910,151580,191000,36452,59518
"Puerto Plata,Dominican Republic","Orlando,FL",2,0,171,0,0
"Puerto Plata,Dominican Republic","Miami,FL",37879,50592,47834,43307,46940
"Puerto Plata,Dominican Republic","San Juan,PR",39024,21009,16586,18784,4340
"Puerto Plata,Dominican Republic","Tampa,FL",1,0,82,29,0
"Port of Spain,Trinidad and Tobago","New York,NY",58388,68226,106563,88898,161614
"Port of Spain,Trinidad and Tobago","Miami,FL",68556,102662,126473,130849,159345
"Port of Spain,Trinidad and Tobago","Philadelphia,PA",17,233,0,0,0
"Port of Spain,Trinidad and Tobago","Raleigh/Durham,NC",189,0,0,0,0
"Port of Spain,Trinidad and Tobago","San Juan,PR",26953,3422,17300,13965,7326
"Pago Pago,TT","Apia,Samoa",25494,0,0,32237,23106
"Pago Pago,TT","Sydney,Australia",732,0,0,0,0
"Pago Pago,TT","Tonga Tapu,Tonga",976,0,0,117,0
"Papeete,French Polynesia","Honolulu,HI",14604,11321,13194,9453,7824
"Papeete,French Polynesia","Los Angeles,CA",43235,78795,141471,121687,118576
"Papeete,French Polynesia","San Francisco,CA",17555,0,0,0,0
"Prague,Czechoslovakia","New York,NY",15004,0,0,0,0
"Palm Springs,CA","Edmonton,Canada",805,657,0,0,16759
"Palm Springs,CA","Regina,Canada",212,0,0,0,0
"Palm Springs,CA","Montreal,Canada",41,24,0,276,0
"Palm Springs,CA","Vancouver,Canada",13666,8463,14520,23654,23311
"Palm Springs,CA","Winnipeg,Canada",2734,1137,2504,79,56
"Palm Springs,CA","Calgary,Canada",1661,4842,0,8257,39855
"Pointe A Pitre,Guadeloupe","New York,NY",5000,151,970,580,0
"Pointe A Pitre,Guadeloupe","Miami,FL",6792,1680,2570,2306,8164
"Pointe A Pitre,Guadeloupe","San Juan,PR",3695,21123,22165,17988,14023
"Panama City,Panama","Miami,FL",109241,176341,267898,155276,247600
"Punta Cana,Dominican Republic","New York,NY",5230,1853,24248,51521,94411
"Providence,RI","Cancun,Mexico",61,345,7,2473,970
"Puerto Vallarta,Mexico","Denver,CO",12359,20958,37779,69829,49933
"Puerto Vallarta,Mexico","Dallas/Fort Worth,TX",64183,65944,51312,96410,93949
"Puerto Vallarta,Mexico","Detroit,MI",2494,10371,11613,16162,9992
"Puerto Vallarta,Mexico","Newark,NJ",156,3121,242,12298,14061
"Puerto Vallarta,Mexico","Houston,TX",31984,38705,65443,88863,89860
"Puerto Vallarta,Mexico","Los Angeles,CA",98666,95410,109461,138254,90349
"Puerto Vallarta,Mexico","Minneapolis,MN",3245,13348,40776,31457,25490
"Puerto Vallarta,Mexico","Chicago,IL",34989,42428,51345,74378,63820
"Puerto Vallarta,Mexico","Phoenix,AZ",7532,10842,44697,103564,124886
"Puerto Vallarta,Mexico","San Antonio,TX",6431,1124,84,3,109
"Puerto Vallarta,Mexico","Seattle,WA",21938,22585,37912,40703,33549
"Puerto Vallarta,Mexico","San Francisco,CA",50460,38235,59431,85031,81391
"Puerto Vallarta,Mexico","Salt Lake City,UT",2780,2422,4363,5810,10427
"Avarua,Cook Islands","Honolulu,HI",2240,2977,2984,0,0
"Bend/Redmond,OR","Vancouver,Canada",59,1,137,0,0
"Raleigh/Durham,NC","St. Johns,Antigua and Barbuda",2385,0,0,0,0
"Raleigh/Durham,NC","Cancun,Mexico",17287,13900,4296,453,2549
"Raleigh/Durham,NC","Cozumel,Mexico",2561,0,0,20,0
"Raleigh/Durham,NC","Grand Cayman,Cayman Islands",398,8171,0,0,0
"Raleigh/Durham,NC","Kingston,Jamaica",1009,65,160,0,0
"Raleigh/Durham,NC","Mexico City,Mexico",193,29,361,926,123
"Raleigh/Durham,NC","Paris,France",46306,0,0,0,0
"Raleigh/Durham,NC","Montreal,Canada",320,642,76,1160,219
"Raleigh/Durham,NC","Toronto,Canada",7730,1171,12480,34795,29528
"Recife,Brazil","Miami,FL",5897,10613,4896,0,27079
"Richmond,VA","Toronto,Canada",22,0,41,1,7198
"Reno,NV","Edmonton,Canada",6193,2746,0,0,0
"Reno,NV","Kamloops,Canada",1327,82,0,0,0
"Reno,NV","Kelowna,Canada",3779,2208,0,0,0
"Reno,NV","Vancouver,Canada",47511,47967,583,270,2
"Reno,NV","Calgary,Canada",7440,2722,0,0,0
"Reno,NV","Victoria,Canada",6375,1845,0,0,0
"Reno,NV","Toronto,Canada",3534,0,0,0,2
"Roanoke,VA","Toronto,Canada",15,0,0,32,0
"Monrovia,Liberia","New York,NY",1894,0,0,0,0
